election_year,state,pc_number,pc_name,pc_type,winner_candidate,winner_candidate_gender,winner_party,winner_party_votes,runner_up_candidate,runner_up_candidate_gender,runner_up_party,runner_up_party_votes
1991,West Bengal,1,Cooch Behar,(SC),Amar Roy Pradhan,M,FBL,414037,Sabita Ray (W),F,INC,281805
1991,West Bengal,2,Alipurduars,(ST),Pius Tirkey,M,RSP,365370,Philip Minj,M,INC,235258
1991,West Bengal,3,Jalpaiguri,GEN,Jitendra Nath Das,M,CPM,364285,Tushar Kanti Choudhuri,M,INC,249929
1991,West Bengal,4,Darjeeling,GEN,Inder Jeet,M,INC,354645,Ananda Pathak,M,CPM,302748
1991,West Bengal,5,Raiganj,GEN,Sybarta Mukerjee,M,CPM,310167,Golam Yazdani,M,INC,280199
1991,West Bengal,6,Balurghat,(SC),Palas Barman,M,RSP,353159,Rasendra Nath Barman,M,INC,267078
1991,West Bengal,7,Malda,GEN,Abul Barkat Ataul G K Choudhury,M,INC,291835,Sailen Sarkar,M,CPM,290015
1991,West Bengal,8,Jangipur,GEN,Abedin Zainal,M,CPM,303254,Mannan Hossain,M,INC,256615
1991,West Bengal,9,Murshidabad,GEN,Masudal Hossain Syed,M,CPM,382003,Ali Hossain Mondal,M,INC,269402
1991,West Bengal,10,Berhampore,GEN,Nani Bhatacharyya,M,RSP,345678,Kumar Dipti Sengupta,M,INC,266469
1991,West Bengal,11,Krishnanagar,GEN,Ajoy Mukhopadhyay,M,CPM,324508,Jyotirmoy Bhattacharjee (Nitu),M,INC,264933
1991,West Bengal,12,Nabadwip,(SC),Asim Bala,M,CPM,418374,Apuurbalal Majumdar,M,INC,351797
1991,West Bengal,13,Barasat,GEN,Chitta Basu,M,FBL,382896,Ashok Krishna Dutt,M,INC,338475
1991,West Bengal,14,Basirhat,GEN,Monoranjan Sur,M,CPI,357774,Sardar Amjad Ali,M,INC,286132
1991,West Bengal,15,Joynagar,(SC),Sanat Kumar Mandal,M,RSP,338408,Naraiyan Naskar,M,INC,206103
1991,West Bengal,16,Mathurapur,(SC),Radhika Ranjan Pramanick,M,CPM,342708,Monoranjan Haldher,M,INC,322962
1991,West Bengal,17,Diamond Harbour,GEN,Amal Dutta,M,CPM,338884,Maya Ghosh (W),F,INC,293372
1991,West Bengal,18,Jadavpur,GEN,Malini Bhattacharya (W),F,CPM,398896,Santosh Bhattacharya,M,INC,348595
1991,West Bengal,19,Barrackpore,GEN,Tarit Barban Topdar,M,CPM,324025,Devi Ghoshal,M,INC,264173
1991,West Bengal,20,Dum Dum,GEN,Nirmal Kanti Chatterjee,M,CPM,446564,Lal Bahadur Singh,M,INC,341699
1991,West Bengal,21,Calcutta North West,GEN,Debi Prosad Pal,M,INC,166227,Dilip Chakravarty,M,JD,134408
1991,West Bengal,22,Calcutta North East,GEN,Ajit Kumar Panja,M,INC,276399,Pratap Chandra,M,JD,204943
1991,West Bengal,23,Calcutta South,GEN,Mamata Banerjee (W),F,INC,367896,Biplab Das Gupta,M,CPM,274233
1991,West Bengal,24,Howrah,GEN,Susanta Chakraborty S/O Sudhir,M,CPM,351744,Priya Ranjan Das Munshi,M,INC,344364
1991,West Bengal,25,Uluberia,GEN,Hannan Mollah,M,CPM,371955,Minati Adhikari (W),F,INC,294474
1991,West Bengal,26,Serampore,GEN,Sudarsan Roy Chowdhury,M,CPM,366535,Bimalkanti Ghosh,M,INC,322038
1991,West Bengal,27,Hooghly,GEN,Rupchand Pal,M,CPM,383238,Umasnkar Halder,M,INC,327579
1991,West Bengal,28,Arambagh,GEN,Anil Basu,M,CPM,448318,Sk. Hasan Imam,M,INC,300046
1991,West Bengal,29,Panskura,GEN,Gita Mukherjee (W),F,CPI,391509,Sudhanshu Bhowmik,M,INC,265209
1991,West Bengal,30,Tamluk,GEN,Satyagopal Misra,M,CPM,352139,Jayanta Bhattacharya,M,INC,351077
1991,West Bengal,31,Contai,GEN,Sudhir Giri,M,CPM,323390,Abha Maiti (W),F,INC,300274
1991,West Bengal,32,Midnapore,GEN,Indrajit Gupta,M,CPI,396281,Birendra Bijoy Malladev,M,INC,232758
1991,West Bengal,33,Jhargram,(ST),Rupchand Murmu,M,CPM,375760,Amiya Kisku,M,JKP,223453
1991,West Bengal,34,Purulia,GEN,Chitta Ranjan Mahata,M,FBL,336105,Sanat Mukherjee,M,INC,210165
1991,West Bengal,By Polls (1991),Purulia,GEN,B. Mahato,M,FBL,356604,K.P.S.Deo,M,INC,222868
1991,West Bengal,35,Bankura,GEN,Basudev Acharia,M,CPM,374058,Brajabasi Biswas,M,INC,191435
1991,West Bengal,36,Vishnupur,(SC),Sukhendu Khan,M,CPM,422385,Sadhan Majhi,M,INC,232112
1991,West Bengal,37,Durgapur,(SC),Purna Chandra Malik,M,CPM,415011,Bhagabat Maji,M,INC,230395
1991,West Bengal,38,Asansol,GEN,Haradhan Roy,M,CPM,316504,Deba Prasad Roy,M,INC,221646
1991,West Bengal,39,Burdwan,GEN,Sudhir Ray,M,CPM,479721,Asit Baran Patra,M,INC,257829
1991,West Bengal,40,Katwa,GEN,Saifuddin Chowdhry,M,CPM,404358,Nurul Islam,M,IND,249634
1991,West Bengal,41,Bolpur,GEN,Chatterjee Somnath,M,CPM,394496,Jivan Mukhopadhyay,M,IND,167872
1991,West Bengal,42,Birbhum,(SC),Dome Ramchandra,M,CPM,334307,Subhendu Mondal,M,INC,171276
1991,Andaman and Nicobar Islands,1,Andaman & Nicobar Islands,GEN,Manoranjan Bhakta,M,INC,54075,Tapan Bepari,M,CPM,47374
1991,Chandigarh,1,Chandigarh,GEN,Pawan Kumar Bansal,M,INC,76628,Satya Pal Jain,M,BJP,61533
1991,Dadra And Nagar Haveli,1,Dadra And Nagar Haveli,(ST),Delkar Mohanbhai Sanjibhai,M,INC,29907,Patel Ritaben Amrutbhai (W),F,BJP,17142
1991,Daman And Diu,1,Daman And Diu,GEN,Tandel Dev Ji Jogi Bhai,M,BJP,12095,Tandel Gopal Bhai Kalyan Bhai,M,IND,9808
1991,Delhi,1,New Delhi,GEN,Lal Krishan Advani,M,BJP,93662,Rajesh Khanna,M,INC,92073
1991,Delhi,By Polls (1992),New Delhi,GEN,R.Khanna,M,INC,101625,S.Sinha,M,BJP,73369
1991,Delhi,2,South Delhi,GEN,Madan Lal Khurana,M,BJP,208728,Romesh Bhandari,M,INC,158005
1991,Delhi,3,Outer Delhi,GEN,Sajjan Kumar,M,INC,346259,Sahib Singh Verma,M,BJP,259468
1991,Delhi,4,East Delhi,GEN,B.L. Sharma Prem',M,BJP,303141,H.K.L. Bhagat,M,INC,241316
1991,Delhi,5,Chandni Chowk,GEN,Tara Chand Khandelwal,M,BJP,80898,Jai Prakash Aggrawal S/O Ram Charan,M,INC,78124
1991,Delhi,6,Delhi Sadar,GEN,Jagdish Tytler,M,INC,137453,Vijay Kumar Malhotra,M,BJP,123362
1991,Delhi,7,Karol Bagh,(SC),Kalka Dass,M,BJP,101897,Krishna Tirath (W),F,INC,99397
1991,Lakshadweep,1,Lakshadweep,(ST),P.M. Sayeed,M,INC,12801,Mohammed Koya Kunnamkulam,M,JD,12520
1991,Pondicherry,1,Pondicherry,GEN,M.D.H. Farook,M,INC,207922,P.K. Lognathan,M,DMK,140313
1989,Andhra Pradesh,1,Srikakulam,GEN,Viswanatham Kanithi,M,INC,288263,Appayyadora Hanumanthu,M,TDP,238149
1989,Andhra Pradesh,2,Parvathipuram,(ST),Vijayaramaraju Satrucharla,M,INC,284228,Kishorechandra Suryanarayana Deo Vyricherla,M,ICS(SCS),241587
1989,Andhra Pradesh,3,Bobbili,GEN,Komburi Ram Mohan Rao,M,TDP,325809,Anand Gajapathi Raju Poosapati,M,INC,285865
1989,Andhra Pradesh,4,Visakhapatnam,GEN,Uma Gajapathi Raju Poosapati,F,INC,352326,M.V.V.S. Murthy,M,TDP,326593
1989,Andhra Pradesh,5,Bhadrachalam,(ST),Kariyeddula Kamala Kumari,F,INC,270648,Ramaith Sode,M,CPI,246662
1989,Andhra Pradesh,6,Anakapalli,GEN,Konathala Ramakrishna,M,INC,299109,Appalanarasimham,M,TDP,299100
1989,Andhra Pradesh,7,Kakinada,GEN,Mallipudi Mangapathi Pallamraju,M,INC,383681,Thota Gopala Krishna,M,TDP,300698
1989,Andhra Pradesh,8,Rajahmundry,GEN,Jamuna,F,INC,386314,Chundru Srihari,M,TDP,327992
1989,Andhra Pradesh,9,Amalapuram,(SC),Kusuma Krishna Murty,M,INC,339419,Aithabathula Jogeswara Venkata Butchi Maheswara Rao,M,TDP,284638
1989,Andhra Pradesh,10,Narsapuram,GEN,Bhupatiraju Vijaya Kumar Raju,M,TDP,334215,Nachu Seshagiri Rao,M,INC,320413
1989,Andhra Pradesh,11,Eluru,GEN,Krishana,M,INC,410708,Bolla Bulli Ramalah,M,TDP,339301
1989,Andhra Pradesh,12,Machilipatnam,GEN,Sambasivarao Kavuri,M,INC,354533,Boppana Gangadhara Chaudry,M,TDP,311044
1989,Andhra Pradesh,13,Vijayawada,GEN,Chennupati Vidya,F,INC,423867,Vadde Sobhanadreeswarrarao,M,TDP,365663
1989,Andhra Pradesh,14,Tenali,GEN,Basavapannayya Singam,M,INC,345150,Ummareddy Venkateswarlu,M,TDP,280962
1989,Andhra Pradesh,15,Guntur,GEN,N.G.Ranga,M,INC,404558,Koteswararao M.S.S,M,TDP,339545
1989,Andhra Pradesh,16,Bapatla,GEN,Salagala Benjamin,M,INC,364008,Muppavarapu Venkaiah Naidu,M,BJP,320388
1989,Andhra Pradesh,17,Narasaraopet,GEN,Kasu Venkata Krishna Reddy,M,INC,402289,Pidatala Renga Reddy,M,TDP,336583
1989,Andhra Pradesh,18,Ongole,GEN,Rajamohana Reddy Mekapati,M,INC,396282,Narayanaswamy Katuri,M,TDP,298912
1989,Andhra Pradesh,19,Nellore,(SC),Putchalapalli Penchalaiah,M,INC,377602,M.Nagabhushanamma,F,TDP,305763
1989,Andhra Pradesh,20,Tirupati,(SC),Chinta Mohan,M,INC,406057,M.Muragaiah,M,TDP,333557
1989,Andhra Pradesh,21,Chittoor,GEN,Gnanendra Reddy,M,INC,390786,N.Rangaswamy,M,TDP,308278
1989,Andhra Pradesh,22,Rajampet,GEN,Annaiahgari Sai Prathap,M,INC,340796,Ramachandraiah C.,M,TDP,302373
1989,Andhra Pradesh,23,Cuddapah,GEN,Y.S.Rajasekhar Reddy,M,INC,480524,M.V.Ramana Reddy,M,TDP,313772
1989,Andhra Pradesh,24,Hindupur,GEN,S.Gangadhara,M,INC,327512,K.Rameschandra Reddy,M,TDP,325344
1989,Andhra Pradesh,25,Anantapur,GEN,Anantha Venkata Reddy,M,INC,349685,G. Ramanna Chowdary,M,TDP,290203
1989,Andhra Pradesh,26,Kurnool,GEN,Kotla Vijay Bhaskara Reddy,M,INC,363955,Erasu Ayyapu Reddy,M,TDP,253537
1989,Andhra Pradesh,27,Nandyal,GEN,Bojja Venkata Reddy,M,INC,370097,Madduru Subba Reddy,M,TDP,313835
1989,Andhra Pradesh,28,Nagarkurnool,(SC),Anatha Ramulu Mullu,M,INC,363026,V.Tulassi Ram,M,TDP,291852
1989,Andhra Pradesh,29,Mahabubnagar,GEN,Mallikarjun,M,INC,335762,Jayapal Reddy,M,JD,265984
1989,Andhra Pradesh,30,Hyderabad,GEN,Sultan Salahuddin Owaisi,M,MIM,403625,Teegala Krishana Reddy,M,TDP,270547
1989,Andhra Pradesh,31,Secunderabad,GEN,T.Manemma,F,INC,348491,P.Babul Reddy,M,JD,200890
1989,Andhra Pradesh,32,Siddipet,(SC),Yellaiah Nandi,M,INC,378172,G.Vijaya Rama Rao,M,TDP,291335
1989,Andhra Pradesh,33,Medak,GEN,Bagareddy M.,M,INC,383586,P.Manik Reddy,M,TDP,287490
1989,Andhra Pradesh,34,Nizamabad,GEN,Taduri Bala Goud,M,INC,294340,P.Srinivas Reddy,M,TDP,270241
1989,Andhra Pradesh,35,Adilabad,GEN,P.Narasa Reddy,M,INC,290072,C.Madhava Reddy,M,TDP,245707
1989,Andhra Pradesh,36,Peddapalli,(SC),G.Venkat Swamy,M,INC,320628,Gotte Bhoopathy,M,TDP,289993
1989,Andhra Pradesh,37,Karimnagar,GEN,Chokka Rao Juvvadi,M,INC,284200,Anand Rao Chalimeda,M,TDP,249008
1989,Andhra Pradesh,38,Hanamkonda,GEN,Kamaluddin Ahmed,M,INC,310079,Janga Reddy Chanduptla,M,BJP,246736
1989,Andhra Pradesh,39,Warangal,GEN,Janga Reddy Chanduptla,M,INC,311810,Kalpana Devi Tourtreddy,F,TDP,257689
1989,Andhra Pradesh,40,Khammam,GEN,Jalagam Vengal Rao,M,INC,388461,Radhakrishna Murthy Yelamanchili,M,CPM,329209
1989,Andhra Pradesh,41,Nalgonda,GEN,Chalilam Srinivasa Rao,M,INC,357733,Rama Sharma Boddupally,M,CPI,315883
1989,Andhra Pradesh,42,Miryalguda,GEN,B.N.Reddy,M,INC,396615,Narsimha Reddy Bheemireddy,M,CPM,361620
1989,Arunachal Pradesh,1,Arunachal West,GEN,Prem Khandu Thungon,M,INC,63247,Tomo Riba,M,PPA,55501
1989,Arunachal Pradesh,2,Arunachal East,GEN,Laeta Umbrey,M,INC,73294,L. Wanglat,M,PPA,40680
1989,Bihar,1,Bagaha,(SC),Mahendra Baitha,M,JD,232362,Bholarai,M,INC,144330
1989,Bihar,2,Bettiah,GEN,Dharmesh Prassad Verma,M,JD,209009,Abdul Mogani Kaifi,M,CPI,160661
1989,Bihar,3,Motihari,GEN,Radha Mohan Singh,M,BJP,253292,Kamala Mishra Madhukar,M,CPI,175181
1989,Bihar,4,Gopalganj,GEN,Rajmangal Mishra,M,JD,429563,Kali Prasad Panday,M,INC,235642
1989,Bihar,5,Siwan,GEN,Janardan Tiwari,M,BJP,334637,Abdul Gaffur,M,INC,175686
1989,Bihar,6,Maharajganj,GEN,Chanrasbekhar,M,JD,382488,Krishna Pratap,M,INC,165170
1989,Bihar,7,Chapra,GEN,Laloo Prassad,M,JD,333897,Tajiv Ranjan Singh,M,JNP(JP),192015
1989,Bihar,8,Hajipur,(SC),Ram Vilas Paswan,M,JD,615129,Mahabir Paswan,M,INC,110681
1989,Bihar,9,Vaishali,GEN,Usha Singh,F,JD,441514,Kishori Sinha,F,INC,228297
1989,Bihar,10,Muzaffarpur,GEN,George Farnandes,M,JD,492615,Laliteshwar Pd. Sahi,M,INC,207605
1989,Bihar,11,Sitamarhi,GEN,Hukumdeo Narayan Yadav,M,JD,335796,Nagendra Pd. Yadav,M,INC,164935
1989,Bihar,12,Sheohar,GEN,Hari Kishor Singh,M,JD,463687,Madhureendra Kumar Singh,M,INC,149212
1989,Bihar,13,Madhubani,GEN,Bhogendra Jha,M,CPI,275858,A. Hannan An.,M,INC,134492
1989,Bihar,14,Jhanjharpur,GEN,Devandra Prassad Yadav,M,JD,339454,Gauri Sankar Rajhans,M,INC,180118
1989,Bihar,15,Darbhanga,GEN,Shakeeul Rahman,M,JD,356894,Nagendra Jha (Baghant),M,INC,278437
1989,Bihar,16,Rosera,(SC),Dashai Chaudhary,M,JD,394291,Ram Bhagat Paswan,M,INC,189804
1989,Bihar,17,Samastipur,GEN,Manjai Lal,M,JD,451477,Ramdeo Rai,M,INC,213796
1989,Bihar,18,Barh,GEN,Nitish Kumar,M,JD,368972,Ramlakhan Singh Yadav,M,INC,290625
1989,Bihar,19,Balia,GEN,Suryanarayan Singh,M,CPI,324353,Chandra Bhatu Devi,F,INC,162904
1989,Bihar,20,Saharsa,GEN,Surya Nr. Yadav,M,JD,502662,Cjandra Kishore Pathak,M,INC,225581
1989,Bihar,21,Madhepura,GEN,Ramesh Kumar Yadav Ravi,M,JD,451856,Mahavir Prasad,M,INC,158908
1989,Bihar,22,Araria,(SC),Sukdeo Paswan,M,JD,245693,Dumar Lal Bhitha,M,INC,173038
1989,Bihar,23,Kishanganj,GEN,M.J.Akbar,M,INC,178556,Asrarul Haque,M,IND,152565
1989,Bihar,24,Purnia,GEN,Taslimudin,M,JD,177159,Ajit Sarkar,M,CPM,122602
1989,Bihar,25,Katihar,GEN,Yuvarj,M,JD,338782,Tarique Anwar,M,INC,235604
1989,Bihar,26,Rajmahal,(ST),Simon Marandi,M,JMM,265332,Jai Kumar Tudu,M,IND,98917
1989,Bihar,27,Dumka,(ST),Shibu Sohan,M,JMM,247502,Prithwi Chandkishu,M,INC,137901
1989,Bihar,28,Godda,GEN,Janardhan Yadav,M,BJP,308134,Suraj Mandal,M,JMM,126701
1989,Bihar,29,Banka,GEN,Pratap Singh,M,JD,369771,Manorman Singh,F,INC,153156
1989,Bihar,30,Bhagalpur,(ST),Chun Chun Prasad Yadav,M,JD,547723,Bhagwad Jha Azad,M,INC,112325
1989,Bihar,31,Khagaria,GEN,Ram Sharan Yadav,M,JD,300774,Satish Pd. Singh,M,INC,164252
1989,Bihar,32,Monghyr,GEN,Dhanraj Singh,M,JD,279533,Devendra Prasad Yadav,M,INC,224347
1989,Bihar,33,Begusarai,GEN,Lalit Vijay Singh,M,JD,333570,Krishna Sahi,F,INC,258849
1989,Bihar,34,Nalanda,GEN,Ram Saroop Prasad,M,INC,256349,Vijoy Kumar Yadav,M,CPI,245137
1989,Bihar,35,Patna,GEN,Shailendra Nath Srivastava,M,BJP,187666,C.P.Thakur,M,INC,166073
1989,Bihar,36,Arrah,GEN,Rameshwar Prasad,M,IPF,178211,Tulsi Singh,M,JD,161771
1989,Bihar,37,Buxar,GEN,Tej Narain Singh,M,CPI,212596,Kamal Singh,M,BJP,175274
1989,Bihar,38,Sasaram,(SC),Chhedi Paswan,M,JD,306615,Meera Kumar,F,INC,192959
1989,Bihar,39,Bikramganj,GEN,Ram Parsad Singh,M,JD,219941,Tapeshwar Singh,M,INC,93948
1989,Bihar,40,Aurangabad,GEN,Ram Naresh Singh,M,JD,269493,Shyama Singh,F,INC,212411
1989,Bihar,41,Jahanabad,GEN,Ramashray Prasad Singh,M,CPI,286800,Shyamnandan Mishra,M,INC,213899
1989,Bihar,42,Nawada,GEN,Prem Pardeep,M,CPM,310370,Kamaswar Paswan,M,BJP,160768
1989,Bihar,43,Gaya,(SC),Inswar Chaudhary,M,JD,390200,Janki Paswan,M,CPI,137277
1989,Bihar,44,Chatra,GEN,Upender Nath Verma,M,JD,224839,Yogehswar Parsad Yogesh,M,INC,147468
1989,Bihar,45,Kodarma,GEN,Ritlal Prasad Verma,M,BJP,243805,Tilakdhari Prasad Singh,M,INC,141511
1989,Bihar,46,Giridih,GEN,Ram Das Singh,M,BJP,164573,Binod Bihari Mahto,M,IND,156391
1989,Bihar,47,Dhanbad,GEN,A.K.Roy,M,M-COR,247013,Samresh Singh,M,BJP,233442
1989,Bihar,48,Hazaribagh,GEN,Yadunath Pandey,M,BJP,233060,Bhuneshwar Pd. Mehta,M,CPI,189641
1989,Bihar,49,Ranchi,GEN,Subodh Kant Sahay,M,JD,163919,Ram Tahal Choudhary,M,BJP,148933
1989,Bihar,50,Jamshedpur,GEN,Shailendra Mahto,M,JMM,140006,Chandan Bagchi,M,INC,131122
1989,Bihar,51,Singhbhum,(ST),Bagua Samburi,M,INC,84591,Mangal Singh Lamaye,M,JD,64612
1989,Bihar,52,Khunti,(ST),Karia Munda,M,BJP,110580,Miral Enem Horo,M,JKD,106795
1989,Bihar,53,Lohardaga,(ST),Sumati Oraon,F,INC,148320,Lalit Oraon,M,BJP,109248
1989,Bihar,54,Palamu,(SC),Jaorwar Ram,M,JD,142573,Ram Deo Ram,M,BJP,109177
1989,Goa,1,Panaji,GEN,Gopal Mayokar,M,MAG,116392,Shantaram L. Naik,M,INC,100555
1989,Goa,2,Mormugao,GEN,Faleiro Edurado Marthinho,M,INC,97545,Rabello Ferdino Assis,M,JD,75479
1989,Gujarat,1,Kutch,GEN,Babu Bhai Meghji Shah,M,BJP,228394,Usha Raghavji Thaker,F,INC,146830
1989,Gujarat,2,Surendranagar,GEN,Koli Patel Somabhai Gandabhi,M,BJP,257344,Digvijayasinhji Pratapsinhji Jhala,M,INC,129671
1989,Gujarat,3,Jamnagar,GEN,Koradiya Chandresh Kumar Valjibhai (Chandresh Patel),M,BJP,182356,Dolatsinh Pratapsinh,M,INC,136782
1989,Gujarat,4,Rajkot,GEN,Vekaria Shivlal Nagibhai,M,BJP,345185,Ramaben Ramjibhi,F,INC,150759
1989,Gujarat,5,Porbandar,GEN,Manvar Balvantbhai Bachubhai,M,JD,198058,Bharatbhai Maldevji,M,INC,130689
1989,Gujarat,6,Junagadh,GEN,Shekhada Govindhhal Kanjibhai,M,JD,270966,Mohanlal Laljibhai,M,INC,162939
1989,Gujarat,7,Amreli,GEN,Manubhai Kotadiya,M,JD,281279,Navichandra Premananddas,M,INC,161387
1989,Gujarat,8,Bhavnagar,GEN,Jamod Shashikant Mavjibhai,M,INC,143294,Jadeja Pravinsinhi,M,JD,142742
1989,Gujarat,9,Dhandhuka,(SC),Ratilal Kalidas Verma,M,BJP,288301,Narsinhbhai Karsabhai,M,INC,146683
1989,Gujarat,10,Ahmedabad,GEN,Harin Pathak,M,BJP,334098,Rajput Surendra Kumar Netrapalsinh (Surendra Rajput),M,INC,186741
1989,Gujarat,11,Gandhinagar,GEN,Veghela Shankarji Laxmanji,M,BJP,495383,Kokila Vayas,F,INC,226891
1989,Gujarat,12,Mehsana,GEN,A.K.Patel,M,BJP,387797,Chaudhary Motibhai Ranchhodbhai,M,INC,252467
1989,Gujarat,13,Patan,(SC),Chawada Khem Chandbhai Somabhai,M,JD,346562,Yogendra Makwana,M,INC,133508
1989,Gujarat,14,Banaskantha,GEN,Shah Jayantilal Virchandbhai,M,JD,392636,Gadhvi B.K.,M,INC,142385
1989,Gujarat,15,Sabarkantha,GEN,Maganbhai Manibhai Patel,M,JD,286947,Tarna Arjunsinh Gurjar,F,INC,183491
1989,Gujarat,16,Kapadvanj,GEN,Gabhaji Mangaji Thakor,M,BJP,321995,Solanki Natvarsinhji Kesarisinhji,M,INC,165154
1989,Gujarat,17,Dohad,GEN,Somaibahi Damor,M,INC,168774,Bhabhor Suman Bhai Rangibhai,M,JD,141015
1989,Gujarat,18,Godhra,GEN,Patel Shantila Purushottamdas,M,JD,229391,Chauhan Prabhatsingh Pratapsinh,M,INC,169018
1989,Gujarat,19,Kaira,GEN,Chauhan Prabhatsinh Hathisinh,M,JD,331605,Ajitsinhiji Fulsinhiji Dabhi,M,INC,222402
1989,Gujarat,20,Anand,GEN,Patel Nathubhai Manibhai,M,BJP,313548,Chavda Ishwarbhai Khodbahai,M,INC,243249
1989,Gujarat,21,Chhota Udaipur,(ST),Rahawa Naranbhai Jamalbhai,M,JD,228521,Rathwa Amarsinhbhai Virayabhai,M,INC,207220
1989,Gujarat,22,Baroda,GEN,Koko Alias Prakash Kanubhai Brahmbhatt,M,JD,346397,Gaekwad Ranjit Singh Pratapsingh,M,INC,293499
1989,Gujarat,23,Bharuch,GEN,Deshmukh Chandubhai Shambhai,M,BJP,360381,Ahemadbhai Mahmmadbhai Patel,M,INC,245046
1989,Gujarat,24,Surat,GEN,Kashiram Rana,M,BJP,428465,C.D.Patel,M,INC,234424
1989,Gujarat,25,Mandvi,(ST),Ghamit Chhitubhai Devibhai,M,INC,225458,Donwala Naranbhai Harjibhai,M,JD,179319
1989,Gujarat,26,Bulsar,(ST),Ajunbhai Lallubhai Patel,M,JD,223146,Patel Uttambhai Harjibhai,M,INC,201061
1989,Haryana,1,Ambala,(SC),Ram Parkash,M,INC,264074,Suraj Bhan,M,BJP,241425
1989,Haryana,2,Kurukshetra,GEN,Gurdial Singh Saini,M,JD,301640,Harpal Singh,M,INC,263452
1989,Haryana,3,Karnal,GEN,Chiranjit Lal,M,INC,274465,Sushma Swaraj,F,BJP,265792
1989,Haryana,4,Sonipat,GEN,Kapil Dev,M,JD,308291,Dharampal Singh,M,INC,237287
1989,Haryana,5,Rohtak,GEN,Devi Lal,M,JD,390243,Hardwari Lal,M,INC,201238
1989,Haryana,6,Faridabad,GEN,Bhajan Lal,M,INC,404646,Khursid Ahmad Chaudhry,M,JD,273419
1989,Haryana,7,Mahendragarh,GEN,Birender Singh,M,JD,304805,Ram Singh,M,INC,301295
1989,Haryana,8,Bhiwani,GEN,Bansi Lal,M,INC,357625,Dharambir,M,JD,200295
1989,Haryana,9,Hisar,GEN,Jai Parkash,M,JD,291073,Virender Singh,M,INC,246394
1989,Haryana,10,Sirsa,(SC),Het Ram,M,JD,304768,Mani Ram,M,INC,266355
1989,Himachal Pradesh,1,Shimla,(SC),Krishan Dutt Sultan Puri,M,INC,201912,Balak Ram,M,BJP,144922
1989,Himachal Pradesh,2,Mandi,GEN,Maheshwar Singh,M,BJP,234164,Sukh Ram,M,INC,206095
1989,Himachal Pradesh,3,Kangra,GEN,Shanta Kumar,M,BJP,235147,Chandresh Kumari,F,INC,175943
1989,Himachal Pradesh,4,Hamirpur,GEN,Thakur Prem Kumar Dhumal,M,BJP,237429,Narianchand Prashar,M,INC,205854
1989,Jammu And Kashmir,1,Baramulla,GEN,Saif Ud Din Soze,M,JKN,35139,Sheikh Ad. Rahman,M,IND,719
1989,Jammu And Kashmir,2,Srinagar,GEN,Mohammad Shafi Bhat,M,JKN,,Uncontested,,,
1989,Jammu And Kashmir,3,Anantnag,GEN,P.L.Handoo,M,JKN,36055,Abdul Rashid Khan,M,IND,186
1989,Jammu And Kashmir,4,Ladakh,GEN,Mohd. Hassan,M,IND,45151,Phuntsong Namgyal,M,INC,40612
1989,Jammu And Kashmir,5,Udhampur,GEN,Dharam Paul,M,INC,127161,Abdul Rehman,M,JD,96351
1989,Jammu And Kashmir,6,Jammu,GEN,Janak Rai Gupta,M,INC,239701,Rajinder Singh Chib,M,JD,218006
1989,Karnataka,1,Bidar,(SC),Narsingrao Surya Vanshi,M,INC,177828,Prabhudev Kalmath,M,IND,138881
1989,Karnataka,2,Gulbarga,GEN,B.G.Jawali,M,INC,283796,Abdul Hameed,M,JD,174958
1989,Karnataka,3,Raichur,GEN,R.Ambanna Naik Dore,M,INC,228065,Nazeer Ahmed Sidsiddiqui,M,JD,139143
1989,Karnataka,4,Koppal,GEN,Basavaraj Patil,M,JD,317341,H.G.Ramulu,M,INC,294253
1989,Karnataka,5,Bellary,GEN,Basavarajesweri,F,INC,336337,N.Thippana,M,JD,260252
1989,Karnataka,6,Davanagere,GEN,Channaiah Odeyar,M,INC,369969,K.G.Maheswarappa,M,JD,293849
1989,Karnataka,7,Chitradurga,GEN,C.P.Mudalagiriyappa,M,INC,339303,M.Sanna Chikkappa,M,JD,197110
1989,Karnataka,8,Tumkur,GEN,G.S.Basavaraj,M,INC,376878,Y.K.Ramalah,M,JNP(JP),177740
1989,Karnataka,9,Chikkaballapur,GEN,V.Krishna Rao,M,INC,367638,Chandrashekara,M,JD,230750
1989,Karnataka,10,Kolar,(SC),Y.Ramakrishna,M,INC,350009,B.Muniyappa,M,JD,217407
1989,Karnataka,11,Kanakapura,GEN,M.V.Chandrashekhara Murthy,M,INC,472265,C.Narayanaswamy,M,JD,217044
1989,Karnataka,12,Bangalore North,GEN,C.K.Jaffer Sharieff,M,INC,390460,Lawrence V.Fernandes,M,JD,283336
1989,Karnataka,13,Bangalore South,GEN,R.Gundu Rao,M,INC,413574,M.Raghupathy,M,JD,173720
1989,Karnataka,14,Mandya,GEN,G.Made Gowda,M,INC,337024,H.L.Nage Gowda,M,JNP(JP),262135
1989,Karnataka,15,Chamarajanagar,(SC),V.Srinivasa Prasad,M,INC,366922,Devanur Shivamallu,M,JD,213277
1989,Karnataka,16,Mysore,GEN,Srikantadatta Narasimbharaj Wadeyar,M,INC,384888,D.Mandegowda,M,JNP(JP),135524
1989,Karnataka,17,Mangalore,GEN,Janardhana Poojary,M,INC,275672,V.Dhanajaya Kumar,M,BJP,184575
