election_year,state,pc_number,pc_name,pc_type,winner_candidate,winner_candidate_gender,winner_party,winner_party_votes,runner_up_candidate,runner_up_candidate_gender,runner_up_party,runner_up_party_votes
2004,West Bengal,8,Jangipur,GEN,Pranab Mukherjee,M,INC,431647,Abul Hasnat Khan,M,CPM,394787
2004,West Bengal,9,Murshidabad,GEN,Abdul Mannan Hossain,M,INC,461895,Moinul Hassan Ahamed,M,CPM,446415
2004,West Bengal,10,Berhampore,GEN,Adhir Ranjan Chowdhury,M,INC,508095,Pramothes Mukherjee,M,RSP,409194
2004,West Bengal,11,Krishnanagar,GEN,Jyotirmoyee Sikdar,F,CPM,397561,Satya Brata Mookherjee,M,BJP,377174
2004,West Bengal,12,Nabadwip,(SC),Alakesh Das,M,CPM,560176,Nilima Nag ( Mallick),M,AITC,550185
2004,West Bengal,13,Barasat,GEN,Subrata Bose,M,AIFB,520384,Dr. Ranjit Kumar Panja,M,AITC,508224
2004,West Bengal,14,Basirhat,GEN,Ajay Chakraborty,M,CPI,462605,Sujit Bose,M,AITC,280521
2004,West Bengal,15,Joynagar,(SC),Sanat Kumar Mandal,M,RSP,450043,Asit Baran Thakur,M,BJP,219522
2004,West Bengal,16,Mathurapur,(SC),Basudeb Barman,M,CPM,440862,Radhika Ranjan Pramanik,M,AITC,358834
2004,West Bengal,17,Diamond Harbour,GEN,Samik Lahiri,M,CPM,430890,Saugata Roy,M,AITC,277106
2004,West Bengal,18,Jadavpur,GEN,Sujan Chakraborty,M,CPM,505396,Krishna Bose,M,AITC,415728
2004,West Bengal,19,Barrackpore,GEN,Tarit Baran Topdar,M,CPM,443048,Arjun Singh,M,AITC,277977
